name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
unclassified_Simiduia,20.26605806907957,0,0,0.0,0.0,0.0
unclassified_Simkaniaceae,18.792966118596702,0,0,0.0,0.0,0.0
unclassified_Sinobacteraceae,21.09713993918522,0,0,0.0,0.0,0.0
unclassified_Sphingobacteriaceae,27.88507642136226,0,0,0.0,0.0,0.0
unclassified_Spirochaetaceae,0.0,0,0,0.0,0.0,
unclassified_Staphylococcaceae,14.795190354210114,0,0,0.0,0.0,0.0
unclassified_Streptococcaceae,29.078503223092568,0,0,0.0,0.0,0.0
unclassified_Subdivision5,11.905707673569871,0,0,0.0,0.0,0.0
unclassified_Succinivibrionaceae,21.321962127087097,0,0,0.0,0.0,0.0
unclassified_Sutterellaceae,34.75820258081616,0,0,0.0,0.0,0.0
unclassified_Synergistaceae,38.31266600509199,0,0,0.0,0.0,0.0
unclassified_Syntrophaceae,19.283580997390246,0,0,0.0,0.0,0.0
unclassified_Syntrophobacteraceae,26.497141829321862,0,0,0.0,0.0,0.0
unclassified_Syntrophomonadaceae,20.754563215001575,0,0,0.0,0.0,0.0
unclassified_Syntrophorhabdaceae,20.97827327137154,0,0,0.0,0.0,0.0
unclassified_TM7,20.33573068351773,0,0,0.0,0.0,0.0
unclassified_Thermaceae,9.600234339938599,0,0,0.0,0.0,0.0
unclassified_Thermoactinomycetaceae,57.059669369279504,49,140,35.48720157561347,0.20537275472897887,0.6219314266605181
unclassified_Thermoanaerobacteraceae,44.29792138561413,0,0,0.0,0.0,0.0
unclassified_Thermodesulfobacteriaceae,42.98047122027147,0,0,0.0,0.0,0.0
unclassified_Thermofilaceae,26.043628257396158,0,0,0.0,0.0,0.0
unclassified_Thermoleophilaceae,6.566085670871117,0,0,0.0,0.0,0.0
unclassified_Thermomicrobiaceae,10.603548591109071,0,0,0.0,0.0,0.0
unclassified_Thermoplasmataceae,26.695204750996368,0,0,0.0,0.0,0.0
unclassified_Thermoplasmatales,31.481115815532583,0,0,0.0,0.0,0.0
unclassified_Thermotogales,9.287290461988873,0,0,0.0,0.0,0.0
unclassified_Thiohalobacter,1.8454758023586837,0,0,0.0,0.0,0.0
unclassified_Thiohalophilus,0.0,0,0,0.0,0.0,
unclassified_Thiotrichaceae,20.726191795150523,0,0,0.0,0.0,0.0
unclassified_Thiotrichales,24.496704764717734,0,0,0.0,0.0,0.0
unclassified_Veillonellaceae,84.19286052431666,81,212,63.58971177846413,0.39766622633201126,0.7552862722854997
unclassified_Verrucomicrobiaceae,29.716347558663397,0,0,0.0,0.0,0.0
unclassified_Vibrionaceae,18.33308490008579,0,0,0.0,0.0,0.0
unclassified_Victivallaceae,44.513931350125496,39,105,26.956392830311046,0.2472468916518657,0.6055720537978286
unclassified_Waddliaceae,26.009614079386395,0,0,0.0,0.0,0.0
unclassified_Xanthomonadaceae,7.334357672473777,0,0,0.0,0.0,0.0
